region_name,latitude,longitude,date,year,month,avg_temperature_c,rainfall_mm,humidity_percent,ndvi,water_body_index,population,mosquito_density,healthcare_access_score,poverty_index,climate_anomaly_score,malaria_cases,malaria_incidence_rate,outbreak_flag
Plateau,9.1403,3.1448,2025-10-01,2025,10,33.73,198.56,84.15,0.399,0.478,1936063,138.5,37.65,19.72,0.49,598,30.89,1
Kaduna,4.4963,12.7147,2019-12-01,2019,12,28.63,100.89,84.8,0.628,0.498,1942227,107.98,82.98,38.54,-0.72,501,25.8,1
Niger,12.6716,5.7186,2021-04-01,2021,4,30.99,78.19,73.58,0.715,0.378,2645658,107.59,79.82,12.72,2.24,301,11.38,0
Kebbi,12.9723,6.5632,2021-08-01,2021,8,27.26,129.19,84.42,0.562,0.426,2497015,98.65,56.81,50.01,1.02,496,19.86,0
Borno,11.8962,9.7876,2019-08-01,2019,8,18.01,107.3,65.37,0.408,0.533,2832497,99.23,61.65,12.53,-0.33,422,14.9,0
Sokoto,7.5704,9.9106,2021-02-01,2021,2,27.57,29.82,53.18,0.461,0.685,2297575,93.94,65.05,30.53,-1.23,304,13.23,0
Cross River,10.5291,13.6443,2019-02-01,2019,2,28.13,57.56,71.66,0.643,0.584,1453408,98.46,64.0,43.95,0.7,431,29.65,0
Sokoto,8.7881,11.8603,2023-02-01,2023,2,23.19,65.9,72.91,0.65,0.593,661445,96.82,68.94,43.97,0.94,384,58.05,0
Cross River,10.5906,3.4877,2023-07-01,2023,7,26.25,113.09,60.07,0.565,0.869,921243,110.18,45.52,22.17,-0.31,552,59.92,1
Borno,8.5412,7.8142,2022-05-01,2022,5,29.25,10.5,96.12,0.805,0.669,839135,116.38,47.43,51.29,-1.47,555,66.14,1
Niger,5.4697,6.6266,2021-07-01,2021,7,29.53,158.44,68.25,0.708,0.721,1424840,118.88,81.23,62.08,1.42,608,42.67,1
Rivers,8.7059,5.9484,2022-06-01,2022,6,23.88,50.67,62.46,0.578,0.498,513566,95.99,78.05,34.01,0.42,302,58.8,0
Oyo,9.3587,4.1265,2025-06-01,2025,6,30.9,56.21,86.28,0.497,0.572,947774,129.98,82.95,83.2,1.2,559,58.98,1
Kebbi,11.1831,4.0321,2022-05-01,2022,5,25.4,132.53,81.43,0.521,0.516,144138,110.8,68.69,44.66,-0.8,530,367.7,1
Akwa Ibom,11.2703,10.854,2021-02-01,2021,2,28.68,160.58,56.99,0.745,0.485,112759,97.9,81.0,31.97,-1.9,423,375.14,0
Enugu,13.3738,11.5457,2024-05-01,2024,5,29.04,168.23,87.59,0.632,0.787,852735,123.38,78.11,47.95,-0.81,565,66.26,1
Lagos,9.6121,4.8,2021-12-01,2021,12,26.88,163.96,78.75,0.707,0.245,2196000,120.03,53.02,51.44,-0.53,606,27.6,1
Lagos,12.8547,6.1167,2025-10-01,2025,10,29.96,202.12,66.21,0.647,0.411,2418838,101.31,75.41,39.2,-1.79,418,17.28,0
Kebbi,7.2133,10.7214,2020-06-01,2020,6,31.95,120.25,70.1,0.744,0.469,2094217,109.83,57.6,34.62,-0.65,392,18.72,0
Niger,8.3512,11.5787,2023-03-01,2023,3,24.35,163.63,90.39,0.481,0.418,2842836,110.07,60.29,14.65,1.0,522,18.36,1
Benue,10.2813,11.5502,2024-08-01,2024,8,28.0,270.46,73.04,0.422,0.718,1437000,121.77,43.96,36.24,-2.69,616,42.87,1
Enugu,6.192,6.0258,2021-08-01,2021,8,26.54,287.03,84.61,0.489,0.194,1688928,115.33,51.32,23.31,0.92,619,36.65,1
Rivers,12.0631,4.7561,2021-11-01,2021,11,27.56,124.76,74.81,0.746,0.456,1047575,115.95,89.68,17.2,1.1,517,49.35,1
Kano,6.5015,6.0389,2018-02-01,2018,2,30.18,98.33,76.59,0.59,0.455,2950099,111.05,66.55,47.28,-0.25,444,15.05,0
Benue,5.2346,5.4655,2023-02-01,2023,2,27.95,101.35,57.84,0.704,0.808,2133336,100.12,39.28,29.82,0.05,501,23.48,1
Niger,7.2546,10.3603,2020-01-01,2020,1,24.94,196.72,65.66,0.482,0.376,2088154,104.14,89.37,61.97,0.51,512,24.52,1
Rivers,13.5597,3.6313,2020-07-01,2020,7,28.05,118.54,63.85,0.469,0.59,2237186,105.49,52.33,45.84,0.65,431,19.27,0
Kano,9.8712,3.2568,2025-11-01,2025,11,31.19,142.83,62.06,0.637,0.369,2795827,118.26,46.83,35.14,2.39,446,15.95,0
Anambra,12.873,6.8851,2025-03-01,2025,3,30.03,177.65,68.01,0.486,0.447,1322149,78.25,55.84,33.37,-0.27,287,21.71,0
Rivers,10.3218,9.356,2025-11-01,2025,11,29.18,124.34,64.89,0.674,0.497,318860,98.66,51.38,59.33,2.85,534,167.47,1
Enugu,9.3222,9.2248,2021-01-01,2021,1,25.88,118.41,65.64,0.643,0.44,1401414,87.44,55.8,47.25,-1.12,431,30.75,0
Anambra,10.0451,7.5258,2023-07-01,2023,7,33.15,128.28,83.25,0.655,0.349,1133109,108.77,68.92,54.01,-0.17,522,46.07,1
Kaduna,4.557,10.8961,2021-05-01,2021,5,27.87,129.54,98.0,0.386,0.673,1346915,117.68,60.79,22.68,1.37,560,41.58,1
Kebbi,5.6689,3.2422,2024-07-01,2024,7,30.3,141.11,60.37,0.302,0.502,2587838,99.43,41.25,62.47,-1.22,529,20.44,1
Enugu,6.7533,8.7525,2019-06-01,2019,6,30.57,57.92,63.79,0.811,0.302,1613758,95.15,56.8,23.12,-0.34,440,27.27,0
Anambra,6.2291,5.8532,2021-02-01,2021,2,28.28,230.33,70.37,0.567,0.464,2055979,108.06,53.88,60.78,-0.8,669,32.54,1
Kebbi,13.6595,3.7058,2018-05-01,2018,5,31.91,99.98,98.0,0.626,0.356,1335251,110.34,70.26,47.69,1.97,546,40.89,1
Kaduna,4.0204,13.2468,2025-05-01,2025,5,24.26,186.96,75.99,0.406,0.167,2364404,92.68,71.48,47.37,-1.51,571,24.15,1
Oyo,13.2739,13.7026,2021-10-01,2021,10,38.47,77.93,84.3,0.794,0.593,1892946,141.44,75.6,52.88,-0.18,532,28.1,1
Anambra,8.3691,6.7419,2024-08-01,2024,8,27.33,23.53,63.67,0.788,0.508,2533161,108.81,25.25,28.97,0.09,499,19.7,0
Borno,5.6608,3.7536,2022-07-01,2022,7,29.42,122.69,76.13,0.401,0.282,446743,109.94,46.84,49.84,0.9,553,123.78,1
Borno,7.4078,13.6873,2024-03-01,2024,3,24.59,52.76,70.93,0.73,0.433,2338897,114.72,76.91,28.08,0.0,454,19.41,0
Niger,12.2229,10.9144,2024-09-01,2024,9,29.51,85.25,52.1,0.615,0.548,1651265,110.14,37.96,64.04,-2.19,596,36.09,1
Kebbi,5.2342,5.0816,2020-04-01,2020,4,31.46,173.75,71.71,0.557,0.663,1874190,116.13,46.38,24.14,-0.49,544,29.03,1
Enugu,9.4268,4.346,2018-11-01,2018,11,24.25,172.28,81.3,0.453,0.465,537889,115.5,44.12,62.63,1.4,726,134.97,1
Niger,7.2883,8.1314,2025-12-01,2025,12,26.77,112.46,83.47,0.763,0.622,1105962,102.29,64.59,70.92,0.86,441,39.87,0
Enugu,13.5979,4.9494,2021-01-01,2021,1,28.93,162.82,55.29,0.776,0.418,297364,106.51,49.93,45.8,2.62,522,175.54,1
Sokoto,11.9532,8.8695,2018-06-01,2018,6,25.86,61.67,62.86,0.215,0.277,336876,114.99,47.4,34.78,-5.45,503,149.31,1
Kano,12.5622,13.4426,2022-10-01,2022,10,25.7,109.11,84.58,0.674,0.634,278861,132.17,57.71,45.96,0.25,526,188.62,1
Niger,11.0459,4.5695,2024-01-01,2024,1,31.57,159.39,67.83,0.5,0.637,1933552,123.44,55.78,39.82,1.8,558,28.86,1
Sokoto,6.2968,7.362,2019-07-01,2019,7,27.99,190.14,74.04,0.534,0.393,2089178,90.25,64.29,19.56,-1.38,361,17.28,0
Akwa Ibom,7.5591,4.8597,2021-12-01,2021,12,30.17,289.07,74.96,0.695,0.573,319432,110.43,67.18,57.38,1.32,480,150.27,0
Kano,5.5987,3.1561,2021-07-01,2021,7,29.55,275.81,70.51,0.61,0.78,1533365,124.64,59.88,48.25,-0.15,564,36.78,1
Niger,4.8633,12.4548,2024-09-01,2024,9,28.26,194.73,76.94,0.552,0.598,216247,98.2,57.02,23.66,1.73,443,204.86,0
Cross River,9.7165,10.4518,2022-08-01,2022,8,29.67,226.4,71.22,0.622,0.557,2602605,108.92,69.92,11.52,-2.38,407,15.64,0
Kaduna,5.4167,8.1034,2022-12-01,2022,12,29.88,133.34,58.55,0.652,0.344,368629,112.25,57.15,45.7,0.16,524,142.15,1
Kano,8.4045,12.8466,2024-09-01,2024,9,19.19,104.39,77.95,0.651,0.643,1955286,80.74,70.15,20.63,-0.37,258,13.2,0
Cross River,9.153,12.5346,2023-07-01,2023,7,27.74,84.61,69.6,0.548,0.616,2558369,112.28,67.87,53.04,0.82,482,18.84,0
Kaduna,13.7538,13.441,2025-04-01,2025,4,22.71,70.75,77.81,0.685,0.434,664873,105.77,50.45,21.31,0.01,353,53.09,0
Rivers,6.1834,11.8294,2022-08-01,2022,8,32.74,127.18,84.78,0.637,0.706,715545,123.58,36.89,52.72,-0.54,676,94.47,1
Kaduna,9.9871,12.3775,2021-03-01,2021,3,25.93,173.6,71.56,0.314,0.171,1931686,94.04,58.56,51.99,-0.08,575,29.77,1
Kano,6.8656,12.5332,2022-01-01,2022,1,28.61,80.66,71.48,0.557,0.234,1743594,103.44,55.54,71.9,1.26,452,25.92,0
Oyo,9.1925,4.7039,2025-06-01,2025,6,29.0,62.2,89.73,0.226,0.418,2211854,124.82,34.56,52.17,1.74,632,28.57,1
Kaduna,6.1538,10.6127,2025-02-01,2025,2,24.61,154.69,98.0,0.471,0.556,2097624,115.94,47.45,64.28,-1.38,653,31.13,1
Plateau,12.6789,11.3069,2019-06-01,2019,6,24.28,121.93,75.19,0.661,0.481,1861724,87.63,89.16,30.59,2.41,259,13.91,0
Sokoto,8.7822,10.9513,2018-04-01,2018,4,27.56,177.76,66.13,0.719,0.749,108527,102.07,56.78,32.99,1.11,564,519.69,1
Akwa Ibom,4.8475,11.089,2018-08-01,2018,8,27.8,261.62,79.37,0.509,0.443,2511047,125.52,34.5,50.47,0.39,633,25.21,1
Benue,11.6405,13.3322,2024-03-01,2024,3,26.56,133.73,96.12,0.363,0.482,1099783,117.53,67.39,12.27,-0.18,453,41.19,0
Plateau,8.1067,5.4555,2018-12-01,2018,12,22.21,118.07,62.66,0.567,0.127,2065259,97.34,46.89,33.37,1.8,377,18.25,0
Akwa Ibom,12.9295,8.585,2021-03-01,2021,3,33.39,269.23,58.15,0.511,0.296,2876935,93.13,42.72,23.32,1.63,447,15.54,0
Rivers,10.8692,7.743,2022-01-01,2022,1,30.59,49.3,88.29,0.719,0.41,2572076,137.81,80.91,12.1,-0.62,461,17.92,0
Kebbi,12.5055,10.4129,2020-10-01,2020,10,27.83,207.96,91.86,0.813,0.371,663749,124.59,44.35,30.8,0.75,640,96.42,1
Enugu,7.3804,12.0572,2025-02-01,2025,2,27.9,135.62,75.28,0.527,0.607,2018888,96.77,80.38,66.27,0.91,474,23.48,0
Plateau,10.0677,13.7563,2023-11-01,2023,11,33.84,37.88,62.03,0.565,0.342,2508389,108.48,23.55,50.15,0.39,483,19.26,0
Niger,12.9792,5.2844,2018-07-01,2018,7,32.69,42.91,78.11,0.302,0.409,901539,122.94,56.63,13.05,0.98,406,45.03,0
Anambra,8.897,8.8137,2021-12-01,2021,12,26.03,217.89,85.07,0.281,0.254,1780719,96.03,78.53,46.95,-2.08,503,28.25,1
Akwa Ibom,6.078,8.737,2019-05-01,2019,5,25.5,57.65,85.83,0.4,0.259,1971919,108.25,59.96,41.46,-0.4,550,27.89,1
Akwa Ibom,12.333,5.658,2022-08-01,2022,8,27.17,279.15,83.14,0.406,0.942,66029,123.09,92.14,73.79,-1.11,660,999.56,1
Borno,9.0071,8.4698,2020-09-01,2020,9,30.59,138.61,68.85,0.434,0.63,2794996,106.5,66.61,41.89,-0.04,387,13.85,0
Rivers,10.1436,3.1992,2023-06-01,2023,6,29.69,115.79,98.0,0.604,0.136,461858,113.17,49.09,18.81,1.45,428,92.67,0
Kebbi,13.1784,5.0659,2018-11-01,2018,11,32.72,49.18,76.89,0.681,0.628,2751706,121.03,46.46,35.36,-3.64,504,18.32,1
Lagos,6.2082,5.3885,2025-08-01,2025,8,28.57,54.21,95.02,0.74,0.36,414793,122.39,33.69,49.62,1.48,533,128.5,1
Oyo,10.4084,9.8238,2018-11-01,2018,11,32.07,98.66,77.37,0.308,0.411,2273927,114.74,54.68,25.82,-1.1,423,18.6,0
Kano,12.0907,6.435,2024-07-01,2024,7,29.63,163.53,72.23,0.499,0.524,2864084,112.88,56.64,41.25,-2.66,539,18.82,1
Benue,11.2449,11.8416,2022-02-01,2022,2,35.38,121.73,79.45,0.475,0.404,1612562,119.63,54.61,40.82,-0.69,362,22.45,0
Kano,5.7131,9.8872,2023-08-01,2023,8,29.16,93.55,73.54,0.79,0.166,2825939,110.87,66.11,40.26,-1.21,521,18.44,1
Benue,11.0155,11.9331,2021-08-01,2021,8,29.96,70.06,70.53,0.603,0.511,2990747,100.0,55.9,40.94,2.25,486,16.25,0
Kano,8.3166,10.7261,2019-04-01,2019,4,25.79,147.63,64.76,0.596,1.0,1806332,112.76,60.99,5.0,-2.09,445,24.64,0
Oyo,4.8459,11.1204,2018-10-01,2018,10,28.87,187.93,60.74,0.698,0.388,841526,103.32,42.74,52.25,1.1,490,58.23,0
Akwa Ibom,12.3272,6.599,2020-02-01,2020,2,26.57,184.34,72.01,0.45,0.646,2449355,106.46,74.86,56.85,0.61,487,19.88,0
Rivers,11.3001,12.2181,2025-02-01,2025,2,28.1,112.12,73.16,0.645,0.751,908802,112.4,45.37,60.16,-0.67,536,58.98,1
Cross River,12.8159,11.1599,2023-03-01,2023,3,25.55,133.6,78.7,0.369,0.269,1434909,91.76,54.22,62.57,-0.0,552,38.47,1
Enugu,6.9637,9.2125,2019-12-01,2019,12,24.52,153.35,69.85,0.625,0.235,1651685,94.92,72.46,65.0,-0.46,472,28.58,0
Anambra,6.9873,10.1664,2021-05-01,2021,5,30.46,191.7,81.85,0.635,0.719,2073778,127.38,49.55,82.96,2.35,597,28.79,1
Oyo,5.0536,9.1748,2023-05-01,2023,5,26.18,189.76,78.38,0.706,0.279,702633,118.45,55.5,21.43,-0.63,510,72.58,1
Oyo,11.8023,3.9263,2023-11-01,2023,11,33.79,53.22,76.25,0.45,1.0,2670201,131.14,52.99,47.34,-1.25,551,20.64,1
Akwa Ibom,10.6469,12.729,2021-02-01,2021,2,34.84,158.29,89.76,0.602,0.385,396653,105.97,89.33,74.76,-0.68,546,137.65,1
Rivers,13.3415,13.5937,2021-05-01,2021,5,26.07,328.75,86.06,0.484,0.54,2223238,96.11,53.54,54.24,-0.23,591,26.58,1
Rivers,11.5881,6.5385,2023-09-01,2023,9,30.73,98.08,79.6,0.711,0.765,2384191,127.42,41.52,56.72,-1.93,624,26.17,1
Benue,4.1527,13.7778,2023-01-01,2023,1,27.77,251.03,65.31,0.683,0.231,697404,101.22,39.29,28.85,2.05,574,82.31,1
Anambra,4.7059,3.4995,2025-02-01,2025,2,27.55,106.55,64.53,0.405,0.387,2350795,97.75,74.06,40.92,1.45,438,18.63,0
Niger,4.3964,3.565,2025-01-01,2025,1,22.23,269.84,87.29,0.727,0.401,1860173,127.78,48.78,60.63,3.43,699,37.58,1
Cross River,11.6735,10.3809,2020-01-01,2020,1,30.31,61.08,79.01,0.701,0.406,830534,124.23,47.36,33.46,2.74,500,60.2,1
Cross River,5.819,12.0631,2018-12-01,2018,12,30.58,102.4,63.27,0.577,0.534,1706978,118.18,75.55,30.4,0.45,438,25.66,0
Cross River,5.7605,10.3682,2022-10-01,2022,10,30.01,66.69,71.97,0.393,0.517,2252516,105.97,76.81,37.41,1.72,383,17.0,0
Akwa Ibom,4.6888,13.4303,2021-01-01,2021,1,22.25,148.92,98.0,0.56,0.723,2216878,122.08,73.45,51.06,-2.62,523,23.59,1
Anambra,12.0619,9.5282,2018-07-01,2018,7,28.2,75.04,65.96,0.591,0.463,1115136,112.07,69.05,59.14,1.32,512,45.91,1
Oyo,9.9379,7.0356,2025-03-01,2025,3,28.47,180.09,63.7,0.281,0.385,1055037,100.23,74.62,18.98,0.16,348,32.98,0
Plateau,9.2688,12.1651,2025-08-01,2025,8,32.23,65.71,66.81,0.528,0.594,2947167,99.62,64.48,54.19,-1.24,378,12.83,0
Kebbi,12.807,5.6836,2022-10-01,2022,10,33.44,89.31,71.29,0.801,0.793,2878946,133.47,49.92,70.11,-0.84,660,22.93,1
Kano,6.7612,7.8554,2022-08-01,2022,8,28.16,36.35,86.77,0.557,0.633,698255,115.75,40.51,28.03,1.03,475,68.03,0
Benue,7.9323,5.0988,2018-06-01,2018,6,31.43,180.44,74.25,0.532,0.548,1819053,131.8,56.97,26.26,-0.45,649,35.68,1
Anambra,4.6055,8.1673,2020-12-01,2020,12,21.94,83.44,72.31,0.434,0.387,1705974,89.86,71.76,47.8,-0.2,356,20.87,0
Borno,12.2207,9.8538,2019-04-01,2019,4,27.5,81.02,87.81,0.456,0.836,2985817,106.62,45.31,47.96,2.1,590,19.76,1
Kebbi,11.0678,6.9555,2021-09-01,2021,9,24.13,102.2,78.36,0.188,0.272,2100065,120.48,79.01,37.28,1.68,490,23.33,0
Kaduna,4.4118,3.7636,2020-09-01,2020,9,30.35,80.27,50.76,0.78,0.806,2781577,132.45,37.2,26.25,0.17,444,15.96,0
Plateau,6.1347,10.4432,2019-06-01,2019,6,26.11,191.82,75.17,0.561,0.547,194375,105.27,56.64,74.69,1.12,518,266.5,1
Kano,12.6387,12.938,2025-09-01,2025,9,30.97,231.57,83.56,0.79,0.677,1946096,142.64,69.0,35.9,1.31,591,30.37,1
Benue,7.0823,11.662,2024-02-01,2024,2,30.34,71.92,73.71,0.5,0.455,2748555,116.91,65.68,50.56,0.96,531,19.32,1
Lagos,12.8201,10.6495,2018-09-01,2018,9,25.45,115.68,67.79,0.499,0.606,1078644,99.7,20.8,83.51,1.11,644,59.7,1
Sokoto,10.7856,13.7261,2022-12-01,2022,12,29.26,156.24,72.81,0.582,0.627,892013,104.39,63.83,31.32,-0.58,377,42.26,0
Rivers,5.0398,7.2563,2020-10-01,2020,10,34.54,86.81,71.68,0.642,0.055,1961719,101.5,67.13,73.02,0.68,685,34.92,1
Kano,9.5072,7.5032,2018-12-01,2018,12,26.52,246.43,89.3,0.58,0.758,2875131,132.41,88.53,20.8,-2.11,480,16.69,0
Lagos,4.1276,9.5582,2019-01-01,2019,1,28.44,172.18,74.69,0.859,0.665,575148,130.56,68.32,28.15,2.46,536,93.19,1
Benue,11.4831,3.7736,2018-10-01,2018,10,33.09,120.65,68.95,0.624,0.471,342150,110.7,81.27,42.23,-3.85,514,150.23,1
Plateau,10.6091,5.1525,2018-09-01,2018,9,26.62,89.64,79.15,0.479,0.611,2692015,97.93,57.26,26.05,-0.38,261,9.7,0
Kano,12.6642,9.6432,2020-04-01,2020,4,25.33,263.91,80.66,0.695,0.565,2543466,117.2,76.58,24.85,-1.35,407,16.0,0
Rivers,7.275,6.8605,2024-05-01,2024,5,29.34,102.98,84.24,0.775,0.244,1166723,118.13,82.19,40.87,2.2,541,46.37,1
Anambra,5.2047,4.5267,2020-04-01,2020,4,28.36,57.57,81.39,0.928,0.393,2964938,120.78,63.27,24.08,0.7,563,18.99,1
Lagos,6.6159,7.3004,2020-02-01,2020,2,25.58,81.79,95.48,0.496,0.524,327818,113.91,65.13,5.06,0.15,492,150.08,0
Cross River,13.2839,12.2962,2025-05-01,2025,5,23.64,81.48,75.38,0.572,0.431,158407,103.66,71.58,24.6,0.42,398,251.25,0
Sokoto,9.4061,5.8094,2020-11-01,2020,11,30.09,18.1,70.13,0.596,0.756,2802031,104.82,54.01,36.07,1.45,471,16.81,0
Benue,8.9223,13.4617,2021-06-01,2021,6,18.01,172.53,79.17,0.243,0.394,2925942,100.47,59.18,63.57,1.52,567,19.38,1
Enugu,9.4532,10.5331,2019-11-01,2019,11,30.68,134.73,61.5,0.373,0.423,608549,86.13,58.19,37.71,1.35,348,57.19,0
Kano,13.7055,12.0841,2022-06-01,2022,6,23.39,401.9,71.43,0.529,0.545,1602816,111.71,59.33,30.28,-3.19,589,36.75,1
Cross River,4.5644,4.8598,2024-02-01,2024,2,30.41,215.57,90.19,0.552,0.585,1069620,111.87,55.18,30.06,-0.8,553,51.7,1
Akwa Ibom,5.0776,13.0374,2024-10-01,2024,10,29.56,309.37,79.13,0.441,0.453,1883920,131.73,62.97,50.13,1.06,651,34.56,1
Enugu,9.4748,3.0303,2024-09-01,2024,9,25.13,105.94,55.93,0.52,0.209,1260953,98.29,57.58,59.54,-0.86,474,37.59,0
Oyo,12.2845,4.284,2024-01-01,2024,1,28.3,101.73,87.19,0.383,0.411,2832753,108.37,73.15,35.13,0.14,504,17.79,1
Enugu,13.3511,13.3458,2022-02-01,2022,2,26.31,175.28,67.65,0.424,0.407,1321089,73.48,61.68,40.92,1.07,473,35.8,0
Lagos,10.7483,6.0592,2020-04-01,2020,4,21.68,49.05,75.32,0.713,0.652,530566,100.82,88.82,24.6,-0.3,380,71.62,0
Rivers,6.9367,10.5854,2021-01-01,2021,1,23.61,102.81,78.81,0.534,0.265,1472975,95.9,52.9,25.32,0.78,432,29.33,0
Kebbi,10.7837,12.008,2021-08-01,2021,8,28.38,206.42,84.5,0.448,0.554,1870407,141.41,73.31,25.71,-0.25,572,30.58,1
Cross River,8.2848,13.5347,2024-05-01,2024,5,25.48,112.67,64.7,0.307,0.125,1653239,106.59,54.85,68.7,2.73,594,35.93,1
Enugu,5.0298,6.9543,2024-08-01,2024,8,31.33,164.56,80.36,0.704,0.319,810669,118.42,73.99,34.32,-0.89,644,79.44,1
Borno,10.8171,13.392,2018-02-01,2018,2,24.62,61.77,82.97,0.552,0.75,1996678,101.04,45.83,34.33,0.64,560,28.05,1
Kebbi,11.0877,9.1942,2025-08-01,2025,8,26.07,274.69,63.62,0.379,0.742,137165,98.68,46.52,43.24,3.12,520,379.11,1
Lagos,9.8013,12.4189,2024-03-01,2024,3,32.37,78.63,76.73,0.531,0.406,1341364,122.26,45.43,40.19,0.6,590,43.99,1
Lagos,6.9403,9.894,2022-12-01,2022,12,25.74,154.9,87.74,0.407,0.195,2305691,101.12,62.0,65.7,-0.66,517,22.42,1
Oyo,13.6226,11.7685,2022-10-01,2022,10,26.01,223.49,97.34,0.503,0.49,985209,126.82,62.45,50.9,-1.38,651,66.08,1
Cross River,8.2533,13.7182,2021-08-01,2021,8,25.74,78.82,79.23,0.537,0.692,2115988,116.71,44.73,37.19,-0.87,437,20.65,0
Akwa Ibom,8.28,13.0442,2024-05-01,2024,5,26.01,206.97,69.65,0.518,0.907,1465788,121.32,53.75,22.99,0.37,564,38.48,1
Borno,6.0514,11.1286,2023-07-01,2023,7,28.91,85.48,95.34,0.77,0.66,370109,114.6,46.84,40.01,-1.7,584,157.79,1
Anambra,11.8251,10.8743,2021-11-01,2021,11,26.91,118.12,68.0,0.32,0.341,1214074,92.18,51.71,84.67,-1.2,582,47.94,1
Benue,10.0296,4.8077,2019-06-01,2019,6,33.68,243.67,88.59,0.471,0.583,1963140,124.7,62.96,71.05,-0.46,635,32.35,1
Lagos,4.7639,11.1728,2025-08-01,2025,8,28.99,73.44,60.29,0.517,0.549,1026360,94.26,75.58,37.0,-0.53,272,26.5,0
Borno,6.9559,12.5434,2019-04-01,2019,4,31.06,129.28,76.68,0.829,0.402,585646,111.61,70.18,45.6,-1.87,527,89.99,1
Cross River,8.637,9.1786,2019-09-01,2019,9,26.44,166.19,83.11,0.691,0.708,2013169,114.01,64.03,19.47,-0.2,442,21.96,0
Akwa Ibom,12.5672,4.073,2020-04-01,2020,4,22.86,140.69,73.09,0.634,0.258,296877,99.18,51.58,66.02,-1.24,591,199.07,1
Akwa Ibom,13.3476,7.959,2018-08-01,2018,8,25.51,310.34,83.02,0.647,0.328,1434399,114.06,69.78,12.93,0.32,482,33.6,0
Kebbi,11.6181,8.097,2021-03-01,2021,3,24.65,87.11,83.62,0.275,0.58,1234169,107.92,98.08,39.99,-1.09,324,26.25,0
Rivers,13.145,8.3653,2021-10-01,2021,10,32.35,238.12,79.2,0.46,0.305,593979,130.06,63.14,17.59,-0.01,648,109.09,1
Oyo,4.2556,9.036,2025-08-01,2025,8,24.02,159.4,84.57,0.398,0.718,643684,103.01,65.01,49.24,0.54,500,77.68,1
Lagos,13.3763,6.414,2025-10-01,2025,10,24.91,94.08,65.85,0.369,0.197,943270,96.63,30.65,21.33,-1.48,387,41.03,0
Benue,5.032,12.0787,2018-11-01,2018,11,28.36,107.43,89.06,0.541,0.688,795773,109.78,69.82,55.12,-0.97,503,63.21,1
Kebbi,7.5146,13.6175,2019-02-01,2019,2,28.88,301.22,75.28,0.689,0.461,1150815,115.65,72.46,51.72,-0.31,574,49.88,1
Niger,6.7711,6.3768,2021-05-01,2021,5,29.98,90.32,68.81,0.245,0.558,1021789,114.66,69.35,17.99,0.38,428,41.89,0
Lagos,9.5373,4.6423,2025-08-01,2025,8,26.34,80.65,78.23,0.898,0.646,1083809,97.05,55.02,75.21,0.4,594,54.81,1
Akwa Ibom,12.2332,3.7503,2021-05-01,2021,5,28.32,82.0,81.83,0.429,0.625,88182,124.38,63.25,49.98,-0.53,561,636.18,1
Niger,6.7603,9.3187,2025-09-01,2025,9,27.95,108.23,65.54,0.524,0.506,617140,107.37,69.09,52.68,-1.53,592,95.93,1
Cross River,4.9244,8.8152,2024-02-01,2024,2,29.31,178.46,82.3,0.508,0.735,431317,110.9,46.75,61.06,1.38,574,133.08,1
Akwa Ibom,5.4458,5.4524,2022-06-01,2022,6,25.79,119.81,78.42,0.506,0.717,742289,113.97,64.63,17.11,-1.69,340,45.8,0
Borno,7.0454,5.091,2018-04-01,2018,4,25.7,125.44,67.98,0.95,0.615,2809708,112.68,55.75,13.37,0.06,292,10.39,0
Cross River,6.5155,4.3733,2025-07-01,2025,7,25.32,244.75,67.34,0.552,0.457,2686673,97.03,66.64,68.87,-0.01,522,19.43,1
Oyo,6.0867,11.2081,2021-07-01,2021,7,31.72,83.02,75.73,0.547,0.246,2988432,114.67,64.39,48.62,-1.65,516,17.27,1
Rivers,9.6117,13.4893,2019-09-01,2019,9,30.66,218.07,86.67,0.414,0.42,1254212,121.32,37.71,39.33,0.92,594,47.36,1
Lagos,6.5707,12.7319,2019-12-01,2019,12,31.24,231.14,70.73,0.385,0.412,1847240,122.78,97.26,29.85,0.42,623,33.73,1
Plateau,4.4694,11.7986,2023-10-01,2023,10,24.67,106.61,76.32,0.714,0.491,336464,115.32,51.63,16.81,0.67,475,141.17,0
Sokoto,11.8425,12.7703,2018-04-01,2018,4,28.29,32.74,67.45,0.342,0.6,2182207,102.25,69.21,10.73,-0.7,291,13.34,0
Benue,6.943,13.4095,2025-12-01,2025,12,30.59,64.44,72.31,0.448,0.228,1613869,106.02,70.07,35.85,0.23,443,27.45,0
Rivers,8.2139,9.3038,2019-03-01,2019,3,24.54,161.6,89.47,0.741,0.248,1215323,124.7,64.99,47.88,-0.88,622,51.18,1
Kano,12.3335,13.7872,2018-03-01,2018,3,26.98,140.93,74.62,0.738,0.386,861414,95.86,74.4,66.83,0.1,463,53.75,0
Kaduna,12.7866,13.0347,2025-03-01,2025,3,28.11,85.89,82.52,0.727,0.366,762856,117.23,54.69,48.44,0.23,538,70.52,1
Plateau,11.167,11.0748,2025-04-01,2025,4,27.09,96.38,71.78,0.621,0.516,309806,94.89,65.92,43.78,0.23,412,132.99,0
